"[2.5657478711486927, -0.9150862976194594, -1.2564793294154795]","[2.3771003054564286, -1.1834241586170646, -0.896837569234183]","[2.221979750297151, -1.2290980689863307, -0.7998869568137357]","[2.38589227564447, -1.5391516805461463, -0.4846892101914837]","[1.9983109902841667, -1.9218070665653173, -0.49890299507606617]","[1.784617360845619, -1.9915238304658347, -0.14560919918830528]","[1.4905702034370343, -1.787460478639589, -0.07306399487186921]"
"[1.2909936631325127, -0.7245852595570228, -1.6262967911618709]","[1.4035337214659345, -0.9801458887823982, -1.2231795088145954]","[1.2127413666220708, -1.3031313228662893, -1.0108066951120724]","[1.2614963727280486, -1.572525686606558, -0.9446995877355797]","[1.3319330920392094, -1.7848163469469112, -0.7007301123003957]","[1.3802917787788553, -1.9926826492156058, -0.3852700872054786]","[1.426529476978276, -2.046784331941695, -0.06756804488077295]","[1.6558077930966135, -2.004836462248595, 0.30103490506114694]","[1.422840418768443, -2.156603543153599, 0.6640219991511778]","[1.3890665376402547, -2.140343260732276, 0.9669296530961642]"
"[-2.9907275049625066, -0.5369345904386469, -2.5763689814634896]","[-2.7452007340977667, -0.5689661669716579, -2.2630635926366995]","[-2.469285399561586, -0.8169939921090177, -1.9218263571472787]","[-2.1617931617789936, -0.757526495554163, -1.677545951251417]","[-1.7485415904829562, -0.6364201317430482, -1.6061921221214128]","[-1.3606442799809133, -0.5994608924694678, -1.5440804631929135]","[-1.2171978207794674, -0.251652692758761, -1.4182950508875687]","[-0.7329218851907098, -0.25575174549119106, -1.1534285118483425]","[-0.31509394136866975, -0.08163104373390162, -1.009225576900235]","[-0.14791394811047542, 0.018050925948212893, -0.9754571844095681]","[0.4687310766698647, -0.04718664291454289, -0.9307775077298075]","[0.7654595640615378, -0.14595873133279325, -0.775520288719584]","[1.030377974082901, -0.3920624117712448, -0.6925777537437381]","[1.119398552262238, -0.6977767320701496, -0.8804927432105245]","[1.3683269459280387, -0.9272840135334097, -1.0106810156908823]","[1.4035337214659345, -0.9801458887823982, -1.2231795088145954]","[1.8151461445170067, -1.1679997948323422, -1.1285043612773946]","[2.0328028858513916, -1.40344336452649, -1.1951217926765862]","[2.129466034152502, -1.8272745493092137, -1.4396875400501]"
"[-1.218978184592872, -0.688123586802087, 0.0788357690959347]","[-1.0441249616825612, -0.7266055490866092, -0.18284990103426102]","[-0.9595289913088871, -0.5988463093325258, -0.4152301338077762]","[-0.7086072495889284, -0.5775677339241336, -0.46950197218140577]","[-0.21828201511809597, -0.22402695170934894, -0.35595067829623694]","[0.3417662697139279, -0.3444995421639918, -0.3552535097926328]"
"[-2.586610529216527, -0.548400914849974, 1.2576844625084078]","[-2.312968271254188, -0.9239665256496181, 0.9202472661197714]","[-2.4754775274503094, -1.1235739618267475, 0.6599088741413413]","[-2.564251829352243, -1.2086259239665864, 0.2449361630688931]","[-2.555592483832776, -1.1573972608836902, -0.016053095239405124]","[-2.8542311392501647, -1.3634647132298723, -0.3706516615792843]","[-2.7922027710219504, -1.3320651017422656, -0.8395060909337952]","[-2.6351230414742943, -1.2583486647187132, -1.3427779659498946]","[-2.607504274779571, -0.8642735909155452, -1.8098065126400533]","[-2.7452007340977667, -0.5689661669716579, -2.2630635926366995]","[-2.8728824164642917, -0.8281938222773566, -2.7446105358676527]","[-3.061206791638031, -0.9601638992927195, -2.7956036630426904]"
"[0.3310656076510532, -2.215895011324363, 2.8602369924561843]","[0.8422048651335783, -1.8685841663495084, 2.8149463777327446]","[1.1041389570509725, -1.5951563814435088, 2.259384945830446]","[1.0538373512335273, -1.5669343146102515, 2.0100843043603946]","[1.0151929032400258, -1.2944838355738784, 1.826903379910732]","[0.9024134049183123, -1.0978501580175117, 1.498372035456871]","[0.923391493608877, -0.737824026965606, 1.2038021343986296]","[0.8582603292883277, -0.3668149795469584, 0.8340212441513968]","[0.8922865618541156, -0.32838861920042905, 0.31581902713628907]"
"[-2.6387389424767145, -0.49923715824341786, 0.14701829777235353]","[-2.2947562916723125, -0.4067700971725374, 0.45874913581983146]","[-1.731536684936266, -0.3942749054563097, 0.6561265917364496]","[-1.5697307396792417, -0.26735563670409146, 0.598092089613119]","[-1.0210650842478493, -0.4620626931264864, 0.5027805031823398]","[-0.776881432396197, -0.4988104077948039, 0.3685609538453174]","[-0.3922276763088757, -0.3184401580395031, 0.02260940733073058]","[0.03293042194099405, -0.3517115324521325, 0.03403485934678496]","[0.2732539674716481, -0.43595790723620986, 0.22165334299264972]","[0.382960858813981, -0.48496105419461166, 0.32425116744665194]","[0.6542907160634295, -0.7814853536579531, 0.4873110316130962]","[0.8331514101920523, -1.3242252266414722, 0.4402793500130908]","[0.7917037468975696, -1.407815393503652, 0.5120182407401925]","[0.840653619637175, -1.8639167997066248, 0.5875311561752126]","[0.724498921916068, -2.220187291700027, 0.5959234718216577]","[0.8728252319968561, -2.616897212758536, 0.47889468790126966]"
"[-1.211631796430008, -2.8954557567869705, 0.9348634422421327]","[-0.8486675653607705, -2.8331407780541076, 0.8387656914756745]","[-0.7068814531098355, -2.370807087740526, 0.7572407120335929]","[-0.508527368728878, -2.380760845676953, 0.8988966315516844]","[-0.08208676973303275, -2.1984391269590113, 1.0021061227423065]","[0.21795730282504255, -1.8821213797004062, 1.1327844177906998]","[0.629292420238599, -2.025651923071882, 1.2768051841543855]","[1.0302974488601153, -1.8716808567580865, 1.1547010590036155]","[1.353906025308003, -1.61903339790116, 1.4393686808363073]","[1.5421793825900743, -1.41769647217185, 1.3617592475365834]","[1.7538749531813398, -1.2169403480016499, 1.6735915708821834]","[2.0399398223442597, -1.0575664077073088, 1.403292422944256]","[2.3047614828124505, -0.9588890688916982, 1.4018249905674338]"
"[2.777776317847808, -1.4387449955369778, 1.1330208706447484]","[2.6033075595222144, -1.2901846703948703, 0.7651717123470778]","[2.750361833640392, -1.319096746780909, 0.3778657931921612]","[2.807337634762945, -1.3817936187437232, 0.2709632405947997]","[2.6114665598630467, -1.2233353555387014, -0.2701009653205211]","[2.378318543164589, -1.0606095714729538, -0.6717102779719526]","[2.3771003054564286, -1.1834241586170646, -0.896837569234183]","[2.4749410046131572, -0.8836297638957609, -1.2041355669405098]","[2.4422789793432074, -0.6856129067099288, -1.4686096282175862]","[2.532912475106695, -0.7092393430320203, -1.8775092911723108]","[2.268153204342438, -0.6596725853335164, -2.037482693253989]","[2.176653761112009, -0.5511243192171937, -2.412380646823592]"
"[2.0328028858513916, -1.40344336452649, -1.1951217926765862]","[1.8015066599483927, -1.202291826336693, -0.7934876027844648]","[1.6515721950590416, -1.1878807868294439, -0.3449949022235157]","[1.7600110304206265, -1.1316998181136508, -0.2920467873334993]","[1.6298622856427443, -0.9421484738963355, 0.07696360566322591]","[1.777007714151809, -0.6419056327165729, 0.15471824929587097]","[1.979915623711177, -0.5861550813515888, 0.47762881392443957]"
